path,area,git_blob_or_state,provenance_classification,governing_basis,release_disposition,evidence
samples/CameraAccessAndroid/core/src/main/java/io/egoflow/app/core/transport/api/TransportFactory.kt,android-release,5640ce14cdbb351f3028b25c70dcc1662d13cc05,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/core/src/main/java/io/egoflow/app/core/transport/api/TransportTypes.kt,android-release,0b6a8da8b0dd071dffc4eac338a2c1542b5b4534,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/gradle.properties,android-release,132244e5b8f6048a24d948876caa1d3b3df5dc1f,exact-upstream-copy,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,exact:meta-android:samples/CameraAccess/gradle.properties;same-path:meta-android:samples/CameraAccess/gradle.properties;same-path:visionclaw:samples/CameraAccessAndroid/gradle.properties
samples/CameraAccessAndroid/gradle/libs.versions.toml,android-release,4cbf2aec3f6d6a54f1490cd1c0165b62beaea184,modified-upstream-or-provenance-uncertain,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,same-path:meta-android:samples/CameraAccess/gradle/libs.versions.toml;same-path:visionclaw:samples/CameraAccessAndroid/gradle/libs.versions.toml
samples/CameraAccessAndroid/gradle/wrapper/gradle-wrapper.jar,android-release,e6441136f3d4ba8a0da8d277868979cfbc8ad796,exact-upstream-copy,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,exact:meta-android:samples/CameraAccess/gradle/wrapper/gradle-wrapper.jar;exact:visionclaw:samples/CameraAccessAndroid/gradle/wrapper/gradle-wrapper.jar;same-path:meta-android:samples/CameraAccess/gradle/wrapper/gradle-wrapper.jar;same-path:visionclaw:samples/CameraAccessAndroid/gradle/wrapper/gradle-wrapper.jar
samples/CameraAccessAndroid/gradle/wrapper/gradle-wrapper.properties,android-release,002b867c48b3289ed9c179a968f56bef2859d3da,exact-upstream-copy,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,exact:meta-android:samples/CameraAccess/gradle/wrapper/gradle-wrapper.properties;exact:visionclaw:samples/CameraAccessAndroid/gradle/wrapper/gradle-wrapper.properties;same-path:meta-android:samples/CameraAccess/gradle/wrapper/gradle-wrapper.properties;same-path:visionclaw:samples/CameraAccessAndroid/gradle/wrapper/gradle-wrapper.properties
samples/CameraAccessAndroid/gradlew,android-release,1aa94a4269074199e6ed2c37e8db3e0826030965,exact-upstream-copy,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,exact:meta-android:samples/CameraAccess/gradlew;exact:visionclaw:samples/CameraAccessAndroid/gradlew;same-path:meta-android:samples/CameraAccess/gradlew;same-path:visionclaw:samples/CameraAccessAndroid/gradlew
samples/CameraAccessAndroid/gradlew.bat,android-release,25da30dbdeee93f6eaceea674c3b635de168ce06,modified-upstream-or-provenance-uncertain,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,same-path:meta-android:samples/CameraAccess/gradlew.bat;same-path:visionclaw:samples/CameraAccessAndroid/gradlew.bat
samples/CameraAccessAndroid/keystore.properties.example,android-release,3ee22766d8ccc30bf6af3ff18efc9eda884ca6ea,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/settings-gradle.lockfile,android-release,709a43f74f807462af96e6fa3dee48a1b4f9d7cb,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/settings.gradle.kts,android-release,57ac5e16b8ca337a901eb5ea9edba3c626ae57fa,modified-upstream-or-provenance-uncertain,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,meta-header;same-path:meta-android:samples/CameraAccess/settings.gradle.kts;same-path:visionclaw:samples/CameraAccessAndroid/settings.gradle.kts
samples/CameraAccessAndroid/transport-http/build.gradle.kts,android-release,a78dcac57e7e330b8ca915cd242c963650d42342,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:meta-android:samples/CameraAccess/app/build.gradle.kts|meta-android:samples/CameraAccess/build.gradle.kts|visionclaw:samples/CameraAccessAndroid/app/build.gradle.kts|visionclaw:samples/CameraAccessAndroid/build.gradle.kts;single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-http/gradle.lockfile,android-release,cc04f704792949cdbb13c2363751cd52ce4edffe,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-http/src/main/AndroidManifest.xml,android-release,b2d3ea123526d400738f87fcb9891f3421426ef9,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:meta-android:samples/CameraAccess/app/src/main/AndroidManifest.xml|visionclaw:samples/CameraAccessAndroid/app/src/main/AndroidManifest.xml;single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-http/src/main/java/io/egoflow/app/transport/http/FragmentedMp4Muxer.kt,android-release,5e724c250845b8c90bd44fae94ce96952434a1ab,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-http/src/main/java/io/egoflow/app/transport/http/HttpLiveRecorder.kt,android-release,873ccdc093af6e3a0823fe74abcec70a99bcc362,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-http/src/main/java/io/egoflow/app/transport/http/HttpLiveUploader.kt,android-release,acd21dc0dbb9ba46aaecb796a988a80a7ae70237,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-http/src/main/java/io/egoflow/app/transport/http/HttpTransport.kt,android-release,9fa5ba6de8c1ca0793eb5b28e7ee5a9949f1845d,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-http/src/main/java/io/egoflow/app/transport/http/HttpTransportFactory.kt,android-release,a4739e06382ce08c82b4ebe9c298a9fa3c68c4f1,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-http/src/main/java/io/egoflow/app/transport/http/I420FrameNormalizer.kt,android-release,eafe269ef5f90484f79a17b6fc1d910ecee915ad,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-http/src/test/java/io/egoflow/app/transport/http/FragmentedMp4MuxerTest.kt,android-release,d7105287e4c39e8937d3116a490720f87444c9f5,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-http/src/test/java/io/egoflow/app/transport/http/I420FrameNormalizerTest.kt,android-release,cd84018f3505b87d3d905468edc7de11e7e37569,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/build.gradle.kts,android-release,c98c47001db908a838fb2a68c80b2b6230f04401,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:meta-android:samples/CameraAccess/app/build.gradle.kts|meta-android:samples/CameraAccess/build.gradle.kts|visionclaw:samples/CameraAccessAndroid/app/build.gradle.kts|visionclaw:samples/CameraAccessAndroid/build.gradle.kts;single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/gradle.lockfile,android-release,e883f673004ee0c244961392e1535d25920e49ae,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/AndroidManifest.xml,android-release,8072ee00dbf16d9161b7464ef3d2194a7d659bcc,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:meta-android:samples/CameraAccess/app/src/main/AndroidManifest.xml|visionclaw:samples/CameraAccessAndroid/app/src/main/AndroidManifest.xml;single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/auth/EgoFlowAuthClient.kt,android-release,bd0a52477e3ff7957d90afbf9b284fe99286a440,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/egoflow/EgoFlowBackendClient.kt,android-release,b517bc90b21b7642236ede1c6b71e2da415c00d8,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/egoflow/IngestType.kt,android-release,4b012f15b8f51b9282c4e9e73eacc260fc3daa75,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/settings/AesGcmCodec.kt,android-release,80ba59f5c59f7fc6b9d51bca10345f7b941e593d,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/settings/AndroidKeystorePasswordCipher.kt,android-release,3dffc8bc80a80b9fdba3385da5714bfc6ef48c3b,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/settings/AuthPrefs.kt,android-release,23e0ca0a201af64b43572f919447bc15e6ac26bb,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/settings/RepoPrefs.kt,android-release,1fe78342d18c72fc6322d468dbf7818828035410,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/stream/rtmp/RtmpAudioRecorder.kt,android-release,42c172eca3d473e5c6af7b596afe8cba252c1a67,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/stream/rtmp/RtmpAudioSource.kt,android-release,94b3d690425497c9ad27d9bf6a0fabbf02602b91,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/stream/rtmp/RtmpDiagnostics.kt,android-release,e211a778cd7492cfe190d9f9e6b8b15ca8de9e16,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/stream/rtmp/RtmpPublisher.kt,android-release,f0a746e0fe4d9ab92377085225ea8297b2e07885,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/stream/rtmp/RtmpSamplePacer.kt,android-release,235e8ff347971a420d88ce63fc1d98dbe021ff04,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/stream/rtmp/RtmpSendItem.kt,android-release,0c9dbf10f648396e79bedeafbdf284fa169e1b2e,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/stream/rtmp/RtmpStreamer.kt,android-release,664e33c8e14e9d3584eca3c8fa590d2007b3525a,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/stream/rtmp/RtmpTransportFailures.kt,android-release,6caf48691b9a85589c15837398c039b7b788c0ea,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/stream/rtmp/RtmpVideoCodec.kt,android-release,b467f688f1a7fc653df261a6f0469cd7ab6f0de0,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/stream/rtmp/RtmpVideoPacketizer.kt,android-release,0944f2e798ced58c478d0568aeda39ea65cc2d0f,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/stream/rtmp/RtmpVideoPublishState.kt,android-release,a377ce5fb00367ee555195d6f26a1ce77fe42519,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/transport/rtmp/RtmpTransport.kt,android-release,98ebc93deea6363b882b173904adb03deb0ae590,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/main/java/io/egoflow/app/transport/rtmp/RtmpTransportFactory.kt,android-release,de0c02470bb5a0c926a97ab01546df019d3e63ad,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/test/java/io/egoflow/app/auth/EgoFlowAuthClientTest.kt,android-release,675f0ea28e038ffeafaf42ae511b267f5688f4cc,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/test/java/io/egoflow/app/egoflow/EgoFlowBackendClientHttpStreamTest.kt,android-release,cbe8bf4e6ab90152c6a8f46d947463844f25f531,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/test/java/io/egoflow/app/settings/AesGcmCodecTest.kt,android-release,09780c33eead5d60e44b75029cefe054329fbd25,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/test/java/io/egoflow/app/stream/rtmp/RtmpDiagnosticsTest.kt,android-release,4e8e2b862eb72ed389c130dfe1263006f24a7d12,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/test/java/io/egoflow/app/stream/rtmp/RtmpPublisherTest.kt,android-release,cc2863bb884aabafba3c9eb422de073cb3de9b14,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/test/java/io/egoflow/app/stream/rtmp/RtmpSamplePacerTest.kt,android-release,c257693fb959e87410117bbb8fda47d06f7879f2,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/test/java/io/egoflow/app/stream/rtmp/RtmpSendQueueTest.kt,android-release,e41fd5267c8acf341ca25eef2844393ffe86f778,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/test/java/io/egoflow/app/stream/rtmp/RtmpStreamerTimelineTest.kt,android-release,7470765376f87d6b28ec590689962472530c816b,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/test/java/io/egoflow/app/stream/rtmp/RtmpTransportFailuresTest.kt,android-release,7fd17aff0d4ab29ab439745b95af50fed6979fce,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-rtmp/src/test/java/io/egoflow/app/stream/rtmp/RtmpVideoPacketizerTest.kt,android-release,adf8221d286c3f0dd1cd285031c634708fe6eb49,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-whip/build.gradle.kts,android-release,5bcdc22719fee8a9b9b64211b415074cdcbd1b75,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:meta-android:samples/CameraAccess/app/build.gradle.kts|meta-android:samples/CameraAccess/build.gradle.kts|visionclaw:samples/CameraAccessAndroid/app/build.gradle.kts|visionclaw:samples/CameraAccessAndroid/build.gradle.kts;single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-whip/gradle.lockfile,android-release,cc04f704792949cdbb13c2363751cd52ce4edffe,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-whip/src/main/AndroidManifest.xml,android-release,b2d3ea123526d400738f87fcb9891f3421426ef9,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:meta-android:samples/CameraAccess/app/src/main/AndroidManifest.xml|visionclaw:samples/CameraAccessAndroid/app/src/main/AndroidManifest.xml;single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-whip/src/main/java/io/egoflow/app/transport/whip/WhipClient.kt,android-release,e33ddd9685b19282d470f02ae2d600b53d946a53,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-whip/src/main/java/io/egoflow/app/transport/whip/WhipPeerConnection.kt,android-release,b5ce3f43d4cd767d5e3316525d55b35d15be5c68,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-whip/src/main/java/io/egoflow/app/transport/whip/WhipTransport.kt,android-release,21716df7319e262978375333063f53acaaca276e,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-whip/src/main/java/io/egoflow/app/transport/whip/WhipTransportFactory.kt,android-release,589c0c570896559d9e71b8722a2d7e97b6d8ecce,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/transport-whip/src/test/java/io/egoflow/app/transport/whip/WhipClientTest.kt,android-release,238a9e086a90526b75d0a86fa381b9042fe9a567,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
sbom.cdx.json,repository-metadata,796b0c171537e0a948632edf16f4081cb096c5d2,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-as-release-documentation-or-metadata,single-snapshot-no-prior-history
tools/cyclonedx.init.gradle.kts,repository-metadata,697a4c862985d2320c93095d78f81fca10ca749c,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-as-release-documentation-or-metadata,single-snapshot-no-prior-history
tools/generate-android-binary-inventory.sh,repository-metadata,07d9af4243046264b42b73a6af2604d0ed39559b,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-as-release-documentation-or-metadata,single-snapshot-no-prior-history
tools/generate-sbom.sh,repository-metadata,5040e9d7a663e3e23af1775706cc9c9d4b9dee01,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-as-release-documentation-or-metadata,single-snapshot-no-prior-history
